Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total
2019-01-01,2 *,Jujuy,33022.0,30742.0,274.0,812.0,21.857,86.707
2019-01-01,2 *,La Pampa,19471.0,52101.0,4840.0,10.789,3.004,90.205
2019-01-01,2 *,La Rioja,15014.0,34984.0,11.0,251.0,41.0,50.301
2019-01-01,2 *,Mendoza,148673.0,54027.0,6865.0,12.748,1.544,223.857
2019-01-01,2 *,Misiones,55373.0,64272.0,543.0,421.0,12.269,132.878
2019-01-01,2 *,Neuquén,43420.0,59021.0,4983.0,12.792,2.737,122.953
2019-01-01,2 *,Río Negro,67841.0,36527.0,4037.0,10.485,19.657,138.547
2019-01-01,2 *,Salta,68827.0,62343.0,725.0,1.21,9.463,142.568
2019-01-01,2 *,San Juan,51680.0,7425.0,1174.0,2.87,6.876,70.025
2019-01-01,2 *,San Luis,11130.0,10298.0,347.0,57.242,38.368,117.385
2019-01-01,2 *,Santa Cruz,10665.0,10257.0,379.0,6.514,2.735,30.550
2019-01-01,2 *,Santa Fe,325420.0,355140.0,18236.0,21.98,22.708,743.484
2019-01-01,2 *,Santiago Del Estero,24393.0,64783.0,219.0,2.759,34.6,126.754
2019-01-01,2 *,Tierra Del Fuego,19790.0,25527.0,651.0,0.0,1.486,47.454
2019-01-01,2 *,Tucumán,153121.0,12089.0,116.0,684.0,321.0,166.331
2019-01-01,1 *,Buenos Aires,1304507.0,2020730.0,336362.0,64.867,20.201,3.746.667
2019-01-01,1 *,Capital Federal,328246.0,1030814.0,32281.0,3.978,4.281,1.399.600
2019-01-01,1 *,Catamarca,26912.0,4443.0,16.0,0.0,2.251,33.622
2019-01-01,1 *,Chaco,53409.0,43555.0,1951.0,3.628,1.134,103.677
2019-01-01,1 *,Chubut,37302.0,23065.0,1923.0,14.443,3.045,79.778
2019-01-01,1 *,Córdoba,323272.0,363959.0,19902.0,24.615,12.367,744.115
2019-01-01,1 *,Corrientes,55842.0,43444.0,1615.0,1.528,58.0,102.487
2019-01-01,1 *,Entre Ríos,100999.0,90253.0,12723.0,16.231,12.241,232.447
2019-01-01,1 *,Formosa,22570.0,7878.0,940.0,13.761,62.0,45.211
2019-01-01,1 *,Jujuy,33248.0,12484.0,153.0,640.0,43.622,90.147
2019-01-01,1 *,La Pampa,18832.0,57373.0,2891.0,9.023,1.041,89.160
2019-01-01,1 *,La Rioja,16367.0,34984.0,12.0,252.0,41.0,51.656
2019-01-01,1 *,Mendoza,148524.0,40205.0,5662.0,10.363,1.544,206.298
2019-01-01,1 *,Misiones,54898.0,59214.0,465.0,426.0,7.717,122.720
2019-01-01,1 *,Neuquén,40747.0,55634.0,3114.0,12.51,2.372,114.377
2019-01-01,1 *,Río Negro,68377.0,34124.0,3994.0,9.736,4.857,121.088
2019-01-01,1 *,Salta,74426.0,57933.0,647.0,1.135,1.879,136.020
2019-01-01,1 *,San Juan,51660.0,5838.0,808.0,2.932,1.207,62.445
2019-01-01,1 *,San Luis,11108.0,7784.0,378.0,53.097,23.968,96.335
2019-01-01,1 *,Santa Cruz,10659.0,4615.0,382.0,6.514,2.735,24.905
2019-01-01,1 *,Santa Fe,340038.0,340344.0,15621.0,23.215,17.86,737.078
2019-01-01,1 *,Santiago Del Estero,25337.0,61547.0,23.0,2.847,99.0,89.853
2019-01-01,1 *,Tierra Del Fuego,19789.0,23549.0,1623.0,0.0,1.486,46.447
2019-01-01,1 *,Tucumán,159215.0,11670.0,118.0,678.0,321.0,172.002
2019-01-01,4,Buenos Aires,1305576.0,1949637.0,296102.0,65.477,19.814,3.636.606
2019-01-01,4,Capital Federal,328253.0,1019490.0,33042.0,3.978,4.257,1.389.020
2019-01-01,4,Catamarca,26912.0,4443.0,16.0,0.0,2.212,33.583
2019-01-01,4,Chaco,53409.0,43555.0,1940.0,3.236,1.13,103.270
2019-01-01,4,Chubut,37215.0,23065.0,952.0,14.443,3.047,78.722
2019-01-01,4,Córdoba,328854.0,355716.0,17675.0,21.851,13.243,737.339
2019-01-01,4,Corrientes,55842.0,42418.0,796.0,1.515,30.0,100.601
2019-01-01,4,Entre Ríos,101168.0,86198.0,4853.0,15.472,14.356,222.047
2019-01-01,4,Formosa,22619.0,7880.0,887.0,13.761,57.0,45.204
2019-01-01,4,Jujuy,33248.0,12484.0,153.0,640.0,43.608,90.133
2019-01-01,4,La Pampa,18832.0,55337.0,2685.0,7.772,1.01,85.636
2019-01-01,4,La Rioja,16367.0,34984.0,12.0,252.0,36.0,51.651
2019-01-01,4,Mendoza,148524.0,40205.0,5665.0,10.363,1.547,206.304
2019-01-01,4,Misiones,55500.0,53673.0,465.0,426.0,6.209,116.273
2019-01-01,4,Neuquén,40747.0,55634.0,3115.0,12.425,2.444,114.365
2019-01-01,4,Río Negro,68377.0,34292.0,1299.0,8.037,4.832,116.837
2019-01-01,4,Salta,74295.0,57539.0,638.0,253.0,1.853,134.578
2019-01-01,4,San Juan,51660.0,5838.0,806.0,2.883,1.211,62.398
2019-01-01,4,San Luis,11108.0,7784.0,378.0,53.097,23.964,96.331
2019-01-01,4,Santa Cruz,10659.0,4615.0,382.0,6.378,2.734,24.768
2019-01-01,4,Santa Fe,335519.0,322782.0,14387.0,18.705,28.997,720.390
2019-01-01,4,Santiago Del Estero,25339.0,61243.0,23.0,2.649,81.0,89.335
2019-01-01,4,Tierra Del Fuego,19789.0,23349.0,1623.0,0.0,1.499,46.260
2019-01-01,4,Tucumán,159215.0,11670.0,119.0,686.0,314.0,172.004
2019-01-01,3,Buenos Aires,1435856.0,1929273.0,156382.0,62.318,26.448,3.610.277
2019-01-01,3,Capital Federal,334353.0,1009252.0,35694.0,3.872,9.319,1.392.490
2019-01-01,3,Catamarca,27553.0,4443.0,15.0,1.0,2.214,34.226
2019-01-01,3,Chaco,53927.0,42359.0,1990.0,2.628,1.129,102.033
2019-01-01,3,Chubut,58887.0,23065.0,1239.0,13.817,6.728,103.736
2019-01-01,3,Córdoba,337620.0,342401.0,15785.0,19.213,10.839,725.858
2019-01-01,3,Corrientes,56444.0,41300.0,212.0,1.468,32.0,99.456
2019-01-01,3,Entre Ríos,103318.0,83714.0,2403.0,15.093,80.0,204.608
2019-01-01,3,Formosa,22777.0,7589.0,817.0,13.625,57.0,44.865
2019-01-01,3,Jujuy,33363.0,10856.0,32.0,641.0,43.0,44.935
2019-01-01,3,La Pampa,12415.0,54574.0,8437.0,7.011,987.0,83.424
2019-01-01,3,La Rioja,16587.0,34984.0,13.0,253.0,35.0,51.872
2019-01-01,3,Mendoza,151033.0,40205.0,5744.0,8.195,1.852,207.029
2019-01-01,3,Misiones,56290.0,50793.0,512.0,391.0,56.0,108.042
2019-01-01,3,Neuquén,46602.0,54129.0,998.0,12.277,2.712,116.718
2019-01-01,3,Río Negro,68590.0,33474.0,1252.0,5.051,5.125,113.492
2019-01-01,3,Salta,76600.0,53980.0,678.0,234.0,1.391,132.883
2019-01-01,3,San Juan,54025.0,5838.0,826.0,2.744,1.048,64.481
2019-01-01,3,San Luis,11096.0,7784.0,368.0,52.859,2.314,74.421
2019-01-01,3,Santa Cruz,18606.0,4574.0,585.0,6.238,3.996,33.999
2019-01-01,3,Santa Fe,339126.0,312866.0,11749.0,16.337,15.022,695.100
2019-01-01,3,Santiago Del Estero,25805.0,58789.0,23.0,1.662,81.0,86.360
2019-01-01,3,Tierra Del Fuego,19365.0,22649.0,1502.0,1.0,2.047,45.564
2019-01-01,3,Tucumán,161209.0,9280.0,110.0,252.0,315.0,171.166
2019-01-01,2,Buenos Aires,1450203.0,1807868.0,143626.0,71.256,27.746,3.500.699
2019-01-01,2,Capital Federal,342431.0,977916.0,35610.0,3.908,9.321,1.369.186
2019-01-01,2,Catamarca,27444.0,4415.0,15.0,1.0,2.214,34.089
2019-01-01,2,Chaco,54134.0,40750.0,562.0,1.946,1.129,98.521
2019-01-01,2,Chubut,58935.0,19591.0,1239.0,14.07,6.729,100.564
2019-01-01,2,Córdoba,345141.0,327636.0,13832.0,16.355,10.109,713.073
2019-01-01,2,Corrientes,56541.0,39715.0,201.0,1.468,32.0,97.957
2019-01-01,2,Entre Ríos,104811.0,80376.0,2405.0,12.313,80.0,199.985
2019-01-01,2,Formosa,23543.0,7311.0,18.0,13.625,57.0,44.554
2019-01-01,2,Jujuy,33571.0,10856.0,23.0,640.0,43.0,45.133
2019-01-01,2,La Pampa,12416.0,53587.0,8420.0,7.011,987.0,82.421
2019-01-01,2,La Rioja,16663.0,34984.0,13.0,253.0,35.0,51.948
2019-01-01,2,Mendoza,152938.0,36872.0,3084.0,6.206,1.852,200.952
2019-01-01,2,Misiones,57265.0,47923.0,512.0,391.0,56.0,106.147
2019-01-01,2,Neuquén,46633.0,52855.0,998.0,12.649,2.713,115.848
2019-01-01,2,Río Negro,68667.0,32795.0,1252.0,4.396,5.125,112.235
2019-01-01,2,Salta,78386.0,53478.0,678.0,234.0,1.391,134.167
2019-01-01,2,San Juan,54080.0,5068.0,826.0,3.079,1.048,64.101
2019-01-01,2,San Luis,11104.0,7666.0,368.0,16.0,2.314,21.468
2019-01-01,2,Santa Cruz,18615.0,4474.0,585.0,6.734,3.997,34.405
2019-01-01,2,Santa Fe,337934.0,304349.0,11354.0,15.801,15.114,684.552
2019-01-01,2,Santiago Del Estero,26074.0,55935.0,23.0,1.662,81.0,83.775
2019-01-01,2,Tierra Del Fuego,19372.0,22756.0,531.0,1.0,2.047,44.707
2019-01-01,2,Tucumán,160315.0,8965.0,110.0,252.0,315.0,169.957
2019-01-01,1,Buenos Aires,1452061.0,1793884.0,133928.0,64.379,31.194,3.475.446
2019-01-01,1,Capital Federal,349995.0,968483.0,35535.0,3.164,9.393,1.366.570
2019-01-01,1,Catamarca,27300.0,4415.0,15.0,1.0,2.214,33.945
2019-01-01,1,Chaco,54879.0,40157.0,383.0,388.0,1.13,96.937
2019-01-01,1,Chubut,56375.0,19591.0,1194.0,14.07,6.729,97.959
2019-01-01,1,Córdoba,349342.0,326894.0,13178.0,13.237,11.275,713.926
2019-01-01,1,Corrientes,56937.0,35225.0,888.0,1.334,33.0,94.417
2019-01-01,1,Entre Ríos,106998.0,75751.0,3789.0,10.776,80.0,197.394
2019-01-01,1,Formosa,23556.0,7095.0,17.0,1.603,57.0,32.328
2019-01-01,1,Jujuy,33856.0,10456.0,23.0,28.0,43.0,44.406
2019-01-01,1,La Pampa,10807.0,51389.0,8386.0,10.556,1.926,83.064
2019-01-01,1,La Rioja,16960.0,34984.0,13.0,253.0,35.0,52.245
2019-01-01,1,Mendoza,152931.0,36872.0,3086.0,6.206,1.852,200.947
2019-01-01,1,Misiones,56311.0,46880.0,328.0,5.0,56.0,103.580
2019-01-01,1,Neuquén,46714.0,55072.0,1000.0,12.404,2.713,117.903
2019-01-01,1,Río Negro,68769.0,31712.0,1251.0,4.259,5.128,111.119
2019-01-01,1,Salta,79936.0,51534.0,118.0,204.0,1.391,133.183
2019-01-01,1,San Juan,54080.0,5068.0,826.0,2.246,1.048,63.268
2019-01-01,1,San Luis,11104.0,7594.0,368.0,16.0,2.314,21.396
2019-01-01,1,Santa Cruz,18615.0,4474.0,1799.0,6.734,2.783,34.405
2019-01-01,1,Santa Fe,341997.0,300421.0,10674.0,11.636,15.298,680.026
2019-01-01,1,Santiago Del Estero,26788.0,54594.0,23.0,1.432,81.0,82.918
2019-01-01,1,Tierra Del Fuego,19372.0,9663.0,531.0,1.0,2.047,31.614
2019-01-01,1,Tucumán,158611.0,8921.0,107.0,368.0,50.0,168.057
2019-01-01,4,Buenos Aires,1241172.0,1718013.0,131181.0,60.082,31.448,3.181.896
2019-01-01,4,Capital Federal,571363.0,961688.0,36277.0,3.119,9.877,1.582.324
2019-01-01,4,Catamarca,27083.0,263.0,11.0,1.0,2.2,29.558
2019-01-01,4,Chaco,55035.0,39690.0,389.0,380.0,1.121,96.615
2019-01-01,4,Chubut,56378.0,15097.0,1187.0,14.07,6.708,93.440
2019-01-01,4,Córdoba,349710.0,324709.0,12778.0,12.043,10.739,709.979
2019-01-01,4,Corrientes,56786.0,34722.0,894.0,1.334,35.0,93.771
2019-01-01,4,Entre Ríos,107764.0,73692.0,1894.0,10.267,86.0,193.703
2019-01-01,4,Formosa,23410.0,6973.0,19.0,1.603,51.0,32.056
2019-01-01,4,Jujuy,33844.0,9626.0,20.0,28.0,34.0,43.552
2019-01-01,4,La Pampa,10808.0,50495.0,8272.0,10.569,1.927,82.071
2019-01-01,4,La Rioja,16912.0,34984.0,14.0,253.0,31.0,52.194
2019-01-01,4,Mendoza,152896.0,16114.0,3015.0,6.206,1.92,180.151
2019-01-01,4,Misiones,56271.0,47470.0,95.0,5.0,54.0,103.895
2019-01-01,4,Neuquén,46739.0,54119.0,1017.0,12.404,2.692,116.971
2019-01-01,4,Río Negro,68690.0,30451.0,1250.0,4.259,5.114,109.764
2019-01-01,4,Salta,80705.0,50446.0,127.0,158.0,1.376,132.812
2019-01-01,4,San Juan,54079.0,451.0,812.0,2.246,1.036,58.624
2019-01-01,4,San Luis,11104.0,1119.0,335.0,17.0,2.329,14.904
2019-01-01,4,Santa Cruz,18614.0,1668.0,582.0,4.638,3.95,29.452
2019-01-01,4,Santa Fe,341680.0,293831.0,10602.0,10.965,15.382,672.460
2019-01-01,4,Santiago Del Estero,27313.0,40407.0,19.0,1.025,80.0,68.844
2019-01-01,4,Tierra Del Fuego,19372.0,6906.0,530.0,1.0,2.045,28.854
2019-01-01,4,Tucumán,156583.0,5223.0,105.0,102.0,319.0,162.332
2019-01-01,3,Buenos Aires,1288025.0,1571180.0,124920.0,35.058,38.777,3.057.960
2019-01-01,3,Capital Federal,583249.0,941092.0,33481.0,2.814,9.723,1.570.359
2019-01-01,3,Catamarca,26873.0,4411.0,12.0,1.0,2.181,33.478
2019-01-01,3,Chaco,54888.0,37307.0,456.0,36.0,1.072,93.759
2019-01-01,3,Chubut,56359.0,5645.0,1217.0,13.503,6.82,83.544
2019-01-01,3,Córdoba,344580.0,319360.0,10579.0,7.137,14.988,696.644
2019-01-01,3,Corrientes,56247.0,33993.0,947.0,1.334,27.0,92.548
2019-01-01,3,Entre Ríos,107774.0,69596.0,1786.0,6.245,63.0,185.464
2019-01-01,3,Formosa,22647.0,6816.0,428.0,2.202,12.0,32.105
2019-01-01,3,Jujuy,33796.0,9395.0,20.0,23.0,8.0,43.242
2019-01-01,3,La Pampa,11378.0,49679.0,5153.0,11.536,1.944,79.690
2019-01-01,3,La Rioja,16638.0,34984.0,14.0,252.0,25.0,51.913
2019-01-01,3,Mendoza,154036.0,33788.0,2772.0,29.0,1.866,192.491
2019-01-01,3,Misiones,56472.0,43880.0,110.0,5.0,9.0,100.476
2019-01-01,3,Neuquén,48001.0,52468.0,1044.0,11.576,2.695,115.784
2019-01-01,3,Río Negro,69301.0,30018.0,1106.0,3.054,4.017,107.496
2019-01-01,3,Salta,80782.0,50284.0,127.0,158.0,1.167,132.518
2019-01-01,3,San Juan,54499.0,5068.0,816.0,1.053,1.013,62.449
2019-01-01,3,San Luis,11407.0,7576.0,347.0,26.0,2.363,21.719
2019-01-01,3,Santa Cruz,19220.0,5487.0,1544.0,4.552,2.887,33.690
2019-01-01,3,Santa Fe,322953.0,290655.0,6338.0,4.897,37.499,662.342
2019-01-01,3,Santiago Del Estero,27733.0,54096.0,19.0,911.0,35.0,82.794
2019-01-01,3,Tierra Del Fuego,21587.0,7012.0,622.0,1.0,2.244,31.466
2019-01-01,3,Tucumán,154130.0,6431.0,106.0,40.0,305.0,161.012
2019-01-01,2,Buenos Aires,1378549.0,1535037.0,119132.0,21.555,24.358,3.078.631
2019-01-01,2,Capital Federal,615262.0,932466.0,38628.0,2.819,11.016,1.600.191
2019-01-01,2,Catamarca,26401.0,255.0,14.0,1.0,34.0,26.705
2019-01-01,2,Chaco,54449.0,35613.0,458.0,52.0,39.0,90.611
2019-01-01,2,Chubut,43994.0,1067.0,916.0,13.194,4.804,63.975
2019-01-01,2,Córdoba,341748.0,303488.0,4451.0,6.446,1.505,657.638
2019-01-01,2,Corrientes,55262.0,33192.0,258.0,1.354,31.0,90.097
2019-01-01,2,Entre Ríos,108309.0,67650.0,254.0,6.448,71.0,182.732
2019-01-01,2,Formosa,22493.0,6410.0,17.0,1.023,13.0,29.956
2019-01-01,2,Jujuy,33742.0,8858.0,22.0,0.0,35.0,42.657
2019-01-01,2,La Pampa,12754.0,48310.0,5194.0,6.253,511.0,73.022
2019-01-01,2,La Rioja,16244.0,0.0,15.0,2.0,28.0,16.289
2019-01-01,2,Mendoza,153331.0,13030.0,2581.0,27.0,1.784,170.753
2019-01-01,2,Misiones,56752.0,42925.0,103.0,5.0,9.0,99.794
2019-01-01,2,Neuquén,51794.0,50283.0,1133.0,11.545,2.678,117.433
2019-01-01,2,Río Negro,67038.0,29147.0,961.0,3.213,1.26,101.619
2019-01-01,2,Salta,80184.0,27280.0,115.0,158.0,804.0,108.541
2019-01-01,2,San Juan,48670.0,451.0,772.0,1.073,915.0,51.881
2019-01-01,2,San Luis,11432.0,1120.0,354.0,26.0,375.0,13.307
2019-01-01,2,Santa Cruz,15311.0,2722.0,1365.0,4.735,2.255,26.388
2019-01-01,2,Santa Fe,329813.0,228102.0,3234.0,4.958,1.173,567.280
2019-01-01,2,Santiago Del Estero,28337.0,3900.0,19.0,911.0,29.0,33.196
2019-01-01,2,Tierra Del Fuego,22636.0,6905.0,665.0,1.0,2.35,32.557
2019-01-01,2,Tucumán,149013.0,5223.0,116.0,14.0,45.0,154.411
2019-01-01,1,Buenos Aires,1559178.0,1465817.0,118839.0,21.2,24.342,3.189.376
2019-01-01,1,Capital Federal,428801.0,918328.0,38259.0,2.73,10.928,1.399.046
2019-01-01,1,Catamarca,26020.0,248.0,14.0,1.0,34.0,26.317
2019-01-01,1,Chaco,54430.0,34277.0,252.0,52.0,39.0,89.050
2019-01-01,1,Chubut,43994.0,999.0,916.0,13.194,4.793,63.896
2019-01-01,1,Córdoba,335673.0,293479.0,4871.0,5.782,1.394,641.199
2019-01-01,1,Corrientes,54993.0,31994.0,236.0,1.354,31.0,88.608
2019-01-01,1,Entre Ríos,108509.0,65095.0,230.0,6.448,71.0,180.353
2019-01-01,1,Formosa,22438.0,6215.0,16.0,1.023,13.0,29.705
2019-01-01,1,Jujuy,33869.0,9278.0,22.0,0.0,34.0,43.203
2019-01-01,1,La Pampa,12754.0,47195.0,5194.0,6.253,517.0,71.913
2019-01-01,1,La Rioja,16180.0,0.0,15.0,2.0,28.0,16.225
2019-01-01,1,Mendoza,153326.0,13030.0,2581.0,27.0,1.769,170.733
2019-01-01,1,Misiones,57363.0,40142.0,101.0,5.0,8.0,97.619
2019-01-01,1,Neuquén,51771.0,48109.0,1124.0,11.665,2.67,115.339
2019-01-01,1,Río Negro,67075.0,28785.0,954.0,3.213,1.261,101.288
2019-01-01,1,Salta,79837.0,26845.0,114.0,158.0,679.0,107.633
2019-01-01,1,San Juan,48670.0,451.0,772.0,1.073,907.0,51.873
2019-01-01,1,San Luis,11432.0,1120.0,354.0,26.0,375.0,13.307
2019-01-01,1,Santa Cruz,15502.0,2722.0,1272.0,4.733,2.257,26.486
2019-01-01,1,Santa Fe,327458.0,226094.0,3210.0,4.948,1.172,562.882
2019-01-01,1,Santiago Del Estero,29616.0,3900.0,19.0,911.0,29.0,34.475
2019-01-01,1,Tierra Del Fuego,22636.0,6905.0,665.0,1.0,2.35,32.557
2019-01-01,1,Tucumán,147373.0,5223.0,116.0,14.0,45.0,152.771
2019-01-01,4,Buenos Aires,1563542.0,1414676.0,118747.0,21.394,24.342,3.142.701
2019-01-01,4,Capital Federal,434835.0,914952.0,38161.0,2.583,10.928,1.401.459
2019-01-01,4,Catamarca,26735.0,250.0,14.0,1.0,34.0,27.034
2019-01-01,4,Chaco,54974.0,33534.0,248.0,52.0,39.0,88.847
2019-01-01,4,Chubut,43994.0,955.0,916.0,13.107,4.793,63.765
2019-01-01,4,Córdoba,337368.0,289344.0,3368.0,5.686,789.0,636.555
2019-01-01,4,Corrientes,54981.0,31497.0,233.0,1.354,31.0,88.096
2019-01-01,4,Entre Ríos,109359.0,64141.0,226.0,6.448,71.0,180.245
2019-01-01,4,Formosa,22400.0,6061.0,16.0,1.023,13.0,29.513
2019-01-01,4,Jujuy,33838.0,8731.0,22.0,0.0,34.0,42.625
2019-01-01,4,La Pampa,12754.0,47245.0,5054.0,6.253,522.0,71.828
2019-01-01,4,La Rioja,16270.0,0.0,16.0,2.0,28.0,16.316
2019-01-01,4,Mendoza,153320.0,13030.0,2579.0,27.0,1.769,170.725
2019-01-01,4,Misiones,57983.0,39294.0,100.0,5.0,8.0,97.390
2019-01-01,4,Neuquén,51742.0,46389.0,1124.0,11.91,2.67,113.835
2019-01-01,4,Río Negro,67057.0,28474.0,954.0,3.274,1.261,101.020
2019-01-01,4,Salta,79389.0,26657.0,110.0,158.0,621.0,106.935
2019-01-01,4,San Juan,48670.0,451.0,772.0,1.121,907.0,51.921
2019-01-01,4,San Luis,11432.0,1120.0,354.0,26.0,375.0,13.307
2019-01-01,4,Santa Cruz,15607.0,2722.0,1055.0,4.823,2.257,26.464
2019-01-01,4,Santa Fe,326721.0,225792.0,3201.0,4.946,1.172,561.832
2019-01-01,4,Santiago Del Estero,30192.0,3900.0,19.0,911.0,29.0,35.051
2019-01-01,4,Tierra Del Fuego,22636.0,6905.0,665.0,1.0,2.35,32.557
2019-01-01,4,Tucumán,146995.0,4482.0,116.0,14.0,45.0,151.652
2019-01-01,3,Buenos Aires,1574216.0,1355770.0,113463.0,18.867,24.276,3.086.592
2019-01-01,3,Capital Federal,447726.0,905105.0,36796.0,2.514,10.963,1.403.104
2019-01-01,3,Catamarca,26689.0,248.0,14.0,1.0,18.0,26.970
2019-01-01,3,Chaco,56251.0,32730.0,232.0,2.0,15.0,89.230
2019-01-01,3,Chubut,43987.0,935.0,916.0,13.364,4.75,63.952
2019-01-01,3,Córdoba,348481.0,285480.0,2540.0,5.695,395.0,642.591
2019-01-01,3,Corrientes,55934.0,30813.0,217.0,1.354,22.0,88.340
2019-01-01,3,Entre Ríos,112588.0,61850.0,206.0,6.441,64.0,181.149
2019-01-01,3,Formosa,21800.0,5905.0,9.0,0.0,2.0,27.716
2019-01-01,3,Jujuy,34250.0,8236.0,22.0,0.0,30.0,42.538
2019-01-01,3,La Pampa,12751.0,45952.0,4910.0,6.236,515.0,70.364
2019-01-01,3,La Rioja,16891.0,0.0,15.0,2.0,22.0,16.930
2019-01-01,3,Mendoza,153233.0,13030.0,2576.0,28.0,1.757,170.624
2019-01-01,3,Misiones,59776.0,38130.0,79.0,5.0,7.0,97.997
2019-01-01,3,Neuquén,51752.0,44739.0,1093.0,12.402,2.617,112.603
2019-01-01,3,Río Negro,67043.0,28496.0,942.0,3.293,1.252,101.026
2019-01-01,3,Salta,80866.0,26113.0,90.0,157.0,565.0,107.791
2019-01-01,3,San Juan,48670.0,451.0,770.0,1.174,903.0,51.968
2019-01-01,3,San Luis,11432.0,1113.0,354.0,23.0,371.0,13.293
2019-01-01,3,Santa Cruz,15570.0,2722.0,817.0,4.978,2.17,26.257
2019-01-01,3,Santa Fe,334911.0,223011.0,3037.0,4.862,1.19,567.011
2019-01-01,3,Santiago Del Estero,31730.0,3900.0,19.0,3.0,8.0,35.660
2019-01-01,3,Tierra Del Fuego,22636.0,6276.0,665.0,1.0,2.347,31.925
2019-01-01,3,Tucumán,147259.0,3850.0,116.0,53.0,41.0,151.319
2019-01-01,2,Buenos Aires,1579448.0,1305949.0,113070.0,21.163,25.661,3.045.291
2019-01-01,2,Capital Federal,450644.0,892209.0,36669.0,2.39,12.672,1.394.584
2019-01-01,2,Catamarca,26262.0,245.0,14.0,1.0,34.0,26.556
2019-01-01,2,Chaco,56112.0,31825.0,221.0,52.0,41.0,88.251
2019-01-01,2,Chubut,43977.0,867.0,916.0,13.293,4.803,63.856
2019-01-01,2,Córdoba,348891.0,277615.0,1709.0,5.61,1.089,634.914
2019-01-01,2,Corrientes,55511.0,29845.0,203.0,1.354,43.0,86.956
2019-01-01,2,Entre Ríos,112809.0,58768.0,169.0,6.434,193.0,178.373
2019-01-01,2,Formosa,22101.0,5658.0,6.0,1.023,14.0,28.802
2019-01-01,2,Jujuy,33758.0,7374.0,22.0,0.0,35.0,41.189
2019-01-01,2,La Pampa,12754.0,44654.0,4708.0,6.225,547.0,68.888
2019-01-01,2,La Rioja,16691.0,0.0,15.0,2.0,28.0,16.736
2019-01-01,2,Mendoza,153321.0,13030.0,2576.0,29.0,1.868,170.824
2019-01-01,2,Misiones,59573.0,36145.0,77.0,5.0,15.0,95.815
2019-01-01,2,Neuquén,51742.0,42370.0,1088.0,12.466,2.849,110.515
2019-01-01,2,Río Negro,67031.0,28100.0,939.0,3.3,1.334,100.704
2019-01-01,2,Salta,79438.0,24719.0,85.0,151.0,539.0,104.932
2019-01-01,2,San Juan,48670.0,451.0,770.0,1.214,908.0,52.013
2019-01-01,2,San Luis,11432.0,1063.0,354.0,30.0,377.0,13.256
2019-01-01,2,Santa Cruz,15453.0,2722.0,396.0,4.996,2.586,26.153
2019-01-01,2,Santa Fe,336244.0,219088.0,2981.0,4.744,1.417,564.474
2019-01-01,2,Santiago Del Estero,32101.0,3900.0,19.0,911.0,30.0,36.961
2019-01-01,2,Tierra Del Fuego,22636.0,5707.0,665.0,1.0,2.35,31.359
2019-01-01,2,Tucumán,145486.0,2968.0,116.0,58.0,49.0,148.677
2019-01-01,1,Buenos Aires,1583560.0,1200859.0,111231.0,21.108,25.757,2.942.515
2019-01-01,1,Capital Federal,454425.0,832126.0,36332.0,2.284,12.729,1.337.896
2019-01-01,1,Catamarca,26096.0,243.0,15.0,1.0,34.0,26.389
2019-01-01,1,Chaco,56353.0,29994.0,211.0,52.0,41.0,86.651
2019-01-01,1,Chubut,43967.0,834.0,916.0,13.28,4.803,63.800
2019-01-01,1,Córdoba,350884.0,252346.0,674.0,5.636,386.0,609.926
2019-01-01,1,Corrientes,55454.0,28491.0,192.0,1.354,45.0,85.536
2019-01-01,1,Entre Ríos,113101.0,54948.0,146.0,6.425,193.0,174.813
2019-01-01,1,Formosa,21852.0,5420.0,5.0,1.023,14.0,28.314
2019-01-01,1,Jujuy,33481.0,6751.0,22.0,0.0,35.0,40.289
2019-01-01,1,La Pampa,12754.0,41881.0,4536.0,6.209,549.0,65.929
2019-01-01,1,La Rioja,16645.0,0.0,16.0,2.0,28.0,16.691
2019-01-01,1,Mendoza,153299.0,13030.0,2576.0,34.0,1.871,170.810
2019-01-01,1,Misiones,59538.0,33330.0,70.0,5.0,15.0,92.958
2019-01-01,1,Neuquén,51702.0,36122.0,1085.0,12.502,2.85,104.261
2019-01-01,1,Río Negro,66894.0,27312.0,937.0,3.341,1.338,99.822
2019-01-01,1,Salta,78973.0,22741.0,73.0,132.0,507.0,102.426
2019-01-01,1,San Juan,48670.0,451.0,770.0,1.195,908.0,51.994
2019-01-01,1,San Luis,11432.0,1042.0,354.0,27.0,377.0,13.232
2019-01-01,1,Santa Cruz,15654.0,2723.0,396.0,5.088,2.426,26.287
2019-01-01,1,Santa Fe,338052.0,204816.0,3014.0,4.686,1.428,551.996
2019-01-01,1,Santiago Del Estero,32838.0,3900.0,19.0,911.0,30.0,37.698
2019-01-01,1,Tierra Del Fuego,22636.0,4834.0,665.0,1.0,2.35,30.486
2019-01-01,1,Tucumán,144233.0,2165.0,116.0,74.0,49.0,146.637
2019-01-01,4,Buenos Aires,1586343.0,1223603.0,103269.0,20.397,25.773,2.959.385
2019-01-01,4,Capital Federal,455427.0,879950.0,19818.0,2.273,12.758,1.370.226
2019-01-01,4,Catamarca,26180.0,242.0,15.0,1.0,34.0,26.472
